,,,,,Children under 6 years with elevated blood lead levels (BLL) : Summarize
Topic: Health Behavior and Population
Subtopic: Childhood Lead Exposure
Indicator Name: Children under 6 years with elevated blood lead levels (BLL)
Indicator Description: There is no safe level of lead in the blood. Lead poisoning can cause learning and behavior problems and delay growth and mental development.
Notes: *Estimate is based on small numbers so should be interpreted with caution.

Year,GeoTypeName,Borough,Geography,Geography ID,Indicator Name,Number BLL >=10 µg/dL,Number BLL >=15 µg/dL,Number BLL >=5 µg/dL,Number Tested,"Rate BLL >=10 µg/dL (per 1,000 tested)","Rate BLL >=15 µg/dL (per 1,000 tested)","Rate BLL >=5 µg/dL (per 1,000 tested)",Notes Number BLL >=10 µg/dL,Notes Number BLL >=15 µg/dL,Notes Number BLL >=5 µg/dL,Notes Number Tested,Notes Rate BLL >=10 µg/dL,Notes Rate BLL >=15 µg/dL,Notes Rate BLL >=5 µg/dL,
2018,Neighborhood (UHF 42),Queens, Ridgewood - Forest Hills,405,Children under 6 years with elevated blood lead levels (BLL),11,4,100,"8,900",1.2,0.5,11.3,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2019,Neighborhood (UHF 42),Queens, Ridgewood - Forest Hills,405,Children under 6 years with elevated blood lead levels (BLL),7,3,60,"8,500",0.8,0.4,7.1,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2005,Neighborhood (UHF 42),Queens, Rockaways,410,Children under 6 years with elevated blood lead levels (BLL),29,12,474,"4,500",6.5,2.7,106.3,,,,,,,,
2006,Neighborhood (UHF 42),Queens, Rockaways,410,Children under 6 years with elevated blood lead levels (BLL),38,16,422,"4,600",8.3,3.5,92.5,,,,,,,,
2007,Neighborhood (UHF 42),Queens, Rockaways,410,Children under 6 years with elevated blood lead levels (BLL),21,7,326,"4,600",4.5,1.5,70.2,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2008,Neighborhood (UHF 42),Queens, Rockaways,410,Children under 6 years with elevated blood lead levels (BLL),19,7,228,"5,000",3.8,1.4,45.9,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2009,Neighborhood (UHF 42),Queens, Rockaways,410,Children under 6 years with elevated blood lead levels (BLL),15,8,164,"5,100",2.9,1.6,32.2,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2010,Neighborhood (UHF 42),Queens, Rockaways,410,Children under 6 years with elevated blood lead levels (BLL),18,6,202,"5,400",3.3,1.1,37.6,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2011,Neighborhood (UHF 42),Queens, Rockaways,410,Children under 6 years with elevated blood lead levels (BLL),13,6,128,"5,400",2.4,1.1,23.7,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2012,Neighborhood (UHF 42),Queens, Rockaways,410,Children under 6 years with elevated blood lead levels (BLL),15,3,85,"5,000",3.0,0.6,17.1,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2013,Neighborhood (UHF 42),Queens, Rockaways,410,Children under 6 years with elevated blood lead levels (BLL),11,3,81,"4,800",2.3,0.6,17.0,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2014,Neighborhood (UHF 42),Queens, Rockaways,410,Children under 6 years with elevated blood lead levels (BLL),12,5,88,"4,900",2.4,1.0,18.0,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2015,Neighborhood (UHF 42),Queens, Rockaways,410,Children under 6 years with elevated blood lead levels (BLL),7,2,48,"4,900",1.4,0.4,9.9,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2016,Neighborhood (UHF 42),Queens, Rockaways,410,Children under 6 years with elevated blood lead levels (BLL),7,1,50,"4,600",1.5,0.2,10.8,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2017,Neighborhood (UHF 42),Queens, Rockaways,410,Children under 6 years with elevated blood lead levels (BLL),6,2,54,"4,600",1.3,0.4,11.7,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2018,Neighborhood (UHF 42),Queens, Rockaways,410,Children under 6 years with elevated blood lead levels (BLL),5,2,37,"4,500",1.1,0.4,8.2,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2019,Neighborhood (UHF 42),Queens, Rockaways,410,Children under 6 years with elevated blood lead levels (BLL),11,6,45,"4,500",2.4,1.3,9.9,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2005,Neighborhood (UHF 42),Staten Island, South Beach - Tottenville,504,Children under 6 years with elevated blood lead levels (BLL),15,4,167,"5,000",3.0,0.8,33.3,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2006,Neighborhood (UHF 42),Staten Island, South Beach - Tottenville,504,Children under 6 years with elevated blood lead levels (BLL),16,3,182,"5,200",3.1,0.6,35.3,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2007,Neighborhood (UHF 42),Staten Island, South Beach - Tottenville,504,Children under 6 years with elevated blood lead levels (BLL),12,3,187,"5,300",2.3,0.6,35.2,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2008,Neighborhood (UHF 42),Staten Island, South Beach - Tottenville,504,Children under 6 years with elevated blood lead levels (BLL),5,2,74,"5,000",1.0,0.4,14.7,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2009,Neighborhood (UHF 42),Staten Island, South Beach - Tottenville,504,Children under 6 years with elevated blood lead levels (BLL),4,3,85,"4,700",0.8,0.6,18.0,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2010,Neighborhood (UHF 42),Staten Island, South Beach - Tottenville,504,Children under 6 years with elevated blood lead levels (BLL),8,2,59,"4,800",1.7,0.4,12.4,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2011,Neighborhood (UHF 42),Staten Island, South Beach - Tottenville,504,Children under 6 years with elevated blood lead levels (BLL),7,2,38,"4,400",1.6,0.5,8.6,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2012,Neighborhood (UHF 42),Staten Island, South Beach - Tottenville,504,Children under 6 years with elevated blood lead levels (BLL),2,0,24,"4,100",0.5,0.0,5.9,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2013,Neighborhood (UHF 42),Staten Island, South Beach - Tottenville,504,Children under 6 years with elevated blood lead levels (BLL),3,1,28,"4,200",0.7,0.2,6.6,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2014,Neighborhood (UHF 42),Staten Island, South Beach - Tottenville,504,Children under 6 years with elevated blood lead levels (BLL),2,1,26,"4,100",0.5,0.2,6.3,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2015,Neighborhood (UHF 42),Staten Island, South Beach - Tottenville,504,Children under 6 years with elevated blood lead levels (BLL),1,0,22,"4,200",0.2,0.0,5.3,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2016,Neighborhood (UHF 42),Staten Island, South Beach - Tottenville,504,Children under 6 years with elevated blood lead levels (BLL),7,2,28,"3,700",1.9,0.5,7.6,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2017,Neighborhood (UHF 42),Staten Island, South Beach - Tottenville,504,Children under 6 years with elevated blood lead levels (BLL),4,1,16,"3,600",1.1,0.3,4.4,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2018,Neighborhood (UHF 42),Staten Island, South Beach - Tottenville,504,Children under 6 years with elevated blood lead levels (BLL),3,2,13,"3,700",0.8,0.5,3.5,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2019,Neighborhood (UHF 42),Staten Island, South Beach - Tottenville,504,Children under 6 years with elevated blood lead levels (BLL),1,0,16,"4,400",0.2,0.0,3.6,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,,*Estimate is based on small numbers so should be interpreted with caution.,*Estimate is based on small numbers so should be interpreted with caution.,,
2005,Neighborhood (UHF 42),Queens, Southeast Queens,409,Children under 6 years with elevated blood lead levels (BLL),50,17,641,"6,500",7.7,2.6,98.7,,,,,,,,
2006,Neighborhood (UHF 42),Queens, Southeast Queens,409,Children under 6 years with elevated blood lead levels (BLL),30,12,556,"6,300",4.7,1.9,87.7,,,,,,,,
2007,Neighborhood (UHF 42),Queens, Southeast Queens,409,Children under 6 years with elevated blood lead levels (BLL),30,6,479,"6,200",4.9,1.0,77.6,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
2008,Neighborhood (UHF 42),Queens, Southeast Queens,409,Children under 6 years with elevated blood lead levels (BLL),28,13,357,"6,500",4.3,2.0,55.0,,,,,,,,
2009,Neighborhood (UHF 42),Queens, Southeast Queens,409,Children under 6 years with elevated blood lead levels (BLL),29,9,289,"6,600",4.4,1.4,43.6,,*Estimate is based on small numbers so should be interpreted with caution.,,,,*Estimate is based on small numbers so should be interpreted with caution.,,
